Fajr Iqama and azan done


04/25,04:41,05:15,13:36,14:00,17:17,18:00,20:16,,21:30,21:45,06:55
04/26,04:40,05:15,13:36,14:00,17:17,18:00,20:17,,21:31,21:45,06:54
04/27,04:39,05:15,13:35,14:00,17:17,18:00,20:18,,21:32,21:45,06:53
04/28,04:37,05:15,13:35,14:00,17:17,18:00,20:19,,21:33,21:45,06:52
04/29,04:36,05:15,13:35,14:00,17:17,18:00,20:19,,21:34,21:45,06:51
04/30,04:35,05:15,13:35,14:00,17:18,18:00,20:20,,21:35,21:45,06:49
05/01,04:33,05:00,13:35,14:00,17:18,18:00,20:21,,21:36,22:00,06:48
05/02,04:32,05:00,13:35,14:00,17:18,18:00,20:22,,21:37,22:00,06:47
05/03,04:31,05:00,13:35,14:00,17:18,18:00,20:22,,21:38,22:00,06:46
05/04,04:30,05:00,13:35,14:00,17:18,18:00,20:23,,21:39,22:00,06:45
05/05,04:28,05:00,13:34,14:00,17:18,18:00,20:24,,21:41,22:00,06:44
05/06,04:27,04:45,13:34,14:00,17:18,18:00,20:25,,21:42,22:00,06:43
05/07,04:26,04:45,13:34,14:00,17:18,18:00,20:26,,21:43,22:00,06:42
05/08,04:25,04:45,13:34,14:00,17:18,18:00,20:26,,21:44,22:00,06:42
05/09,04:24,04:45,13:34,14:00,17:18,18:00,20:27,,21:45,22:00,06:41
05/10,04:23,04:45,13:34,14:00,17:18,18:00,20:28,,21:46,22:00,06:40
05/11,04:22,04:45,13:34,14:00,17:18,18:00,20:29,,21:47,22:00,06:39
05/12,04:20,04:45,13:34,14:00,17:18,18:00,20:29,,21:48,22:00,06:38
05/13,04:19,04:35,13:34,14:00,17:18,18:00,20:30,,21:49,22:00,06:37
05/14,04:18,04:35,13:34,14:00,17:19,18:00,20:31,,21:50,22:00,06:37
05/15,04:17,04:35,13:34,14:00,17:19,18:00,20:32,,21:51,22:15,06:36
05/16,04:16,04:35,13:34,14:00,17:19,18:00,20:33,,21:52,22:15,06:35
05/17,04:15,04:35,13:34,14:00,17:19,18:00,20:33,,21:53,22:15,06:34
05/18,04:15,04:35,13:34,14:00,17:19,18:00,20:34,,21:54,22:15,06:34
05/19,04:14,04:35,13:34,14:00,17:19,18:00,20:35,,21:55,22:15,06:33
05/20,04:13,04:35,13:34,14:00,17:19,18:00,20:36,,21:56,22:15,06:32
05/21,04:12,04:35,13:34,14:00,17:19,18:00,20:36,,21:57,22:15,06:32
05/22,04:11,04:35,13:34,14:00,17:19,18:00,20:37,,21:58,22:15,06:31
05/23,04:10,04:25,13:34,14:00,17:19,18:00,20:38,,21:58,22:15,06:30
05/24,04:10,04:25,13:34,14:00,17:20,18:00,20:38,,21:59,22:15,06:30
05/25,04:09,04:25,13:35,14:00,17:20,18:00,20:39,,22:00,22:15,06:29
05/26,04:08,04:25,13:35,14:00,17:20,18:00,20:40,,22:01,22:15,06:29
05/27,04:07,04:25,13:35,14:00,17:20,18:00,20:40,,22:02,22:15,06:28
05/28,04:07,04:25,13:35,14:00,17:20,18:00,20:41,,22:03,22:15,06:28
05/29,04:06,04:25,13:35,14:00,17:20,18:00,20:42,,22:04,22:15,06:28
05/30,04:06,04:25,13:35,14:00,17:20,18:00,20:42,,22:05,22:15,06:27
05/31,04:05,04:25,13:35,14:00,17:21,18:00,20:43,,22:05,22:15,06:27
06/01,04:05,04:25,13:35,14:00,17:21,18:00,20:44,,22:06,22:25,06:26
06/02,04:04,04:25,13:36,14:00,17:21,18:30,20:44,,22:07,22:25,06:26
06/03,04:04,04:25,13:36,14:00,17:21,18:30,20:45,,22:08,22:25,06:26
06/04,04:03,04:25,13:36,14:00,17:21,18:30,20:45,,22:09,22:25,06:26
06/05,04:03,04:30,13:36,14:00,17:21,18:30,20:46,,22:09,22:25,06:25
06/06,04:03,04:30,13:36,14:00,17:22,18:30,20:46,,22:10,22:25,06:25
06/07,04:02,04:30,13:36,14:00,17:22,18:30,20:47,,22:11,22:25,06:25
06/08,04:02,04:30,13:37,14:00,17:22,18:30,20:48,,22:11,22:25,06:25
06/09,04:02,04:30,13:37,14:00,17:22,18:30,20:48,,22:12,22:25,06:25
06/10,04:02,04:30,13:37,14:00,17:22,18:30,20:48,,22:12,22:25,06:25
06/11,04:01,04:30,13:37,14:00,17:23,18:30,20:49,,22:13,22:25,06:25
06/12,04:01,04:30,13:37,14:00,17:23,18:30,20:49,,22:14,22:25,06:25
06/13,04:01,04:30,13:38,14:00,17:23,18:30,20:50,,22:14,22:25,06:25
06/14,04:01,04:30,13:38,14:00,17:23,18:30,20:50,,22:14,22:25,06:25
06/15,04:01,04:30,13:38,14:00,17:24,18:30,20:51,,22:15,22:25,06:25
06/16,04:01,04:30,13:38,14:00,17:24,18:30,20:51,,22:15,22:25,06:25
06/17,04:01,04:30,13:38,14:00,17:24,18:30,20:51,,22:16,22:25,06:25
06/18,04:01,04:30,13:39,14:00,17:24,18:30,20:52,,22:16,22:25,06:25
06/19,04:01,04:30,13:39,14:00,17:24,18:30,20:52,,22:16,22:25,06:25
06/20,04:02,04:30,13:39,14:00,17:25,18:30,20:52,,22:17,22:25,06:25
06/21,04:02,04:30,13:39,14:00,17:25,18:30,20:52,,22:17,22:25,06:25
06/22,04:02,04:30,13:40,14:00,17:25,18:30,20:53,,22:17,22:25,06:26
06/23,04:02,04:30,13:40,14:00,17:25,18:30,20:53,,22:17,22:25,06:26
06/24,04:02,04:30,13:40,14:00,17:25,18:30,20:53,,22:17,22:25,06:26
06/25,04:03,04:30,13:40,14:00,17:26,18:30,20:53,,22:18,22:25,06:26
06/26,04:03,04:30,13:40,14:00,17:26,18:30,20:53,,22:18,22:25,06:27
06/27,04:04,04:30,13:41,14:00,17:26,18:30,20:53,,22:18,22:25,06:27
06/28,04:04,04:30,13:41,14:00,17:26,18:30,20:53,,22:18,22:25,06:27
06/29,04:04,04:30,13:41,14:00,17:27,18:30,20:53,,22:18,22:25,06:28
06/30,04:05,04:30,13:41,14:00,17:27,18:30,20:53,,22:18,22:25,06:28
07/01,04:05,04:30,13:41,14:00,17:27,18:30,20:53,,22:17,22:25,06:28
07/02,04:06,04:30,13:42,14:00,17:27,18:30,20:53,,22:17,22:25,06:29
07/03,04:06,04:30,13:42,14:00,17:27,18:30,20:53,,22:17,22:25,06:29
07/04,04:07,04:30,13:42,14:00,17:27,18:30,20:53,,22:17,22:25,06:30
07/05,04:08,04:30,13:42,14:00,17:28,18:30,20:53,,22:17,22:25,06:30
07/06,04:08,04:30,13:42,14:00,17:28,18:30,20:53,,22:16,22:25,06:31
07/07,04:09,04:30,13:42,14:00,17:28,18:30,20:53,,22:16,22:25,06:31
07/08,04:10,04:30,13:43,14:00,17:28,18:30,20:52,,22:16,22:25,06:32
07/09,04:10,04:30,13:43,14:00,17:28,18:30,20:52,,22:15,22:25,06:32
07/10,04:11,04:30,13:43,14:00,17:28,18:30,20:52,,22:15,22:25,06:33
07/11,04:12,04:30,13:43,14:00,17:29,18:30,20:52,,22:14,22:25,06:33
07/12,04:13,04:30,13:43,14:00,17:29,18:30,20:51,,22:14,22:25,06:34
07/13,04:13,04:30,13:43,14:00,17:29,18:30,20:51,,22:13,22:25,06:34
07/14,04:14,04:30,13:43,14:00,17:29,18:30,20:51,,22:13,22:25,06:35
07/15,04:15,04:45,13:44,14:00,17:29,18:30,20:50,,22:12,22:25,06:36
07/16,04:16,04:45,13:44,14:00,17:29,18:30,20:50,,22:12,22:25,06:36
07/17,04:17,04:45,13:44,14:00,17:29,18:30,20:49,,22:11,22:25,06:37
07/18,04:18,04:45,13:44,14:00,17:29,18:30,20:49,,22:10,22:25,06:38
07/19,04:18,04:45,13:44,14:00,17:29,18:30,20:48,,22:09,22:25,06:38
07/20,04:19,04:45,13:44,14:00,17:29,18:30,20:48,,22:09,22:25,06:39
07/21,04:20,04:45,13:44,14:00,17:29,18:30,20:47,,22:08,22:15,06:39
07/22,04:21,04:45,13:44,14:00,17:29,18:30,20:47,,22:07,22:15,06:40
07/23,04:22,04:45,13:44,14:00,17:29,18:30,20:46,,22:06,22:15,06:41
07/24,04:23,04:45,13:44,14:00,17:29,18:30,20:46,,22:05,22:15,06:42
07/25,04:24,04:45,13:44,14:00,17:29,18:30,20:45,,22:05,22:15,06:42
07/26,04:25,04:45,13:44,14:00,17:29,18:30,20:44,,22:04,22:15,06:43
07/27,04:26,04:45,13:44,14:00,17:29,18:30,20:43,,22:03,22:15,06:44
07/28,04:27,04:45,13:44,14:00,17:29,18:30,20:43,,22:02,22:15,06:44
07/29,04:28,04:45,13:44,14:00,17:29,18:30,20:42,,22:01,22:15,06:45
07/30,04:29,04:45,13:44,14:00,17:29,18:30,20:41,,22:00,22:15,06:46
07/31,04:30,04:45,13:44,14:00,17:29,18:30,20:40,,21:59,22:15,06:46
08/01,04:31,05:00,13:44,14:00,17:28,18:00,20:40,,21:58,22:15,06:47
08/02,04:32,05:00,13:44,14:00,17:28,18:00,20:39,,21:56,22:15,06:48
08/03,04:33,05:00,13:44,14:00,17:28,18:00,20:38,,21:55,22:15,06:49
08/04,04:34,05:00,13:44,14:00,17:28,18:00,20:37,,21:54,22:15,06:49
08/05,04:35,05:00,13:44,14:00,17:28,18:00,20:36,,21:53,22:15,06:50
08/06,04:36,05:00,13:44,14:00,17:27,18:00,20:35,,21:52,22:15,06:51
08/07,04:37,05:00,13:44,14:00,17:27,18:00,20:34,,21:51,22:15,06:52
08/08,04:38,05:00,13:43,14:00,17:27,18:00,20:33,,21:49,22:00,06:52
08/09,04:39,05:00,13:43,14:00,17:27,18:00,20:32,,21:48,22:00,06:53
08/10,04:39,05:00,13:43,14:00,17:26,18:00,20:31,,21:47,22:00,06:54
08/11,04:40,05:00,13:43,14:00,17:26,18:00,20:30,,21:46,22:00,06:54
08/12,04:41,05:00,13:43,14:00,17:26,18:00,20:29,,21:44,22:00,06:55
08/13,04:42,05:00,13:43,14:00,17:25,18:00,20:28,,21:43,22:00,06:56
08/14,04:43,05:00,13:43,14:00,17:25,18:00,20:27,,21:42,22:00,06:57
08/15,04:44,05:15,13:42,14:00,17:24,18:00,20:26,,21:40,22:00,06:57
08/16,04:45,05:15,13:42,14:00,17:24,18:00,20:25,,21:39,22:00,06:58
08/17,04:46,05:15,13:42,14:00,17:24,18:00,20:24,,21:38,22:00,06:59
08/18,04:47,05:15,13:42,14:00,17:23,18:00,20:22,,21:36,22:00,07:00
08/19,04:48,05:15,13:42,14:00,17:23,18:00,20:21,,21:35,22:00,07:00
08/20,04:49,05:15,13:41,14:00,17:22,18:00,20:20,,21:34,22:00,07:01
08/21,04:50,05:15,13:41,14:00,17:22,18:00,20:19,,21:32,21:45,07:02
08/22,04:51,05:15,13:41,14:00,17:21,18:00,20:18,,21:31,21:45,07:02
08/23,04:52,05:15,13:41,14:00,17:21,18:00,20:16,,21:29,21:45,07:03
08/24,04:53,05:15,13:40,14:00,17:20,18:00,20:15,,21:28,21:45,07:04
08/25,04:54,05:15,13:40,14:00,17:20,18:00,20:14,,21:26,21:45,07:05
08/26,04:55,05:15,13:40,14:00,17:19,18:00,20:13,,21:25,21:45,07:05
08/27,04:55,05:15,13:39,14:00,17:18,18:00,20:11,,21:24,21:45,07:06
08/28,04:56,05:15,13:39,14:00,17:18,18:00,20:10,,21:22,21:45,07:07
08/29,04:57,05:15,13:39,14:00,17:17,18:00,20:09,,21:21,21:45,07:07
08/30,04:58,05:15,13:39,14:00,17:17,18:00,20:08,,21:19,21:45,07:08
08/31,04:59,05:15,13:38,14:00,17:16,18:00,20:06,,21:18,21:45,07:09
09/01,05:00,05:30,13:38,14:00,17:15,18:00,20:05,,21:16,21:30,07:09
09/02,05:01,05:30,13:38,14:00,17:15,18:00,20:04,,21:15,21:30,07:10
09/03,05:02,05:30,13:37,14:00,17:14,18:00,20:02,,21:13,21:30,07:11
09/04,05:02,05:30,13:37,14:00,17:13,18:00,20:01,,21:12,21:30,07:12
09/05,05:03,05:30,13:37,14:00,17:12,18:00,20:00,,21:10,21:30,07:12
09/06,05:04,05:30,13:36,14:00,17:12,18:00,19:58,,21:09,21:30,07:13
09/07,05:05,05:30,13:36,14:00,17:11,18:00,19:57,,21:07,21:30,07:14
09/08,05:06,05:30,13:36,14:00,17:10,18:00,19:55,,21:06,21:30,07:14
09/09,05:07,05:30,13:35,14:00,17:09,18:00,19:54,,21:04,21:30,07:15
09/10,05:07,05:30,13:35,14:00,17:09,18:00,19:53,,21:03,21:30,07:16
09/11,05:08,05:30,13:35,14:00,17:08,18:00,19:51,,21:01,21:30,07:16
09/12,05:09,05:30,13:34,14:00,17:07,18:00,19:50,,21:00,21:30,07:17
09/13,05:10,05:30,13:34,14:00,17:06,18:00,19:49,,20:58,21:30,07:18
09/14,05:11,05:30,13:34,14:00,17:05,18:00,19:47,,20:57,21:30,07:19
09/15,05:11,05:30,13:33,14:00,17:05,18:00,19:46,,20:55,21:15,07:19
09/16,05:12,05:30,13:33,14:00,17:04,18:00,19:44,,20:54,21:15,07:20
09/17,05:13,05:30,13:33,14:00,17:03,18:00,19:43,,20:52,21:15,07:21
09/18,05:14,05:30,13:32,14:00,17:02,18:00,19:42,,20:51,21:15,07:21
09/19,05:14,05:30,13:32,14:00,17:01,18:00,19:40,,20:49,21:15,07:22
09/20,05:15,05:30,13:31,14:00,17:00,18:00,19:39,,20:48,21:15,07:23
09/21,05:16,05:30,13:31,14:00,16:59,18:00,19:37,,20:46,21:15,07:23
09/22,05:17,05:30,13:31,14:00,16:58,18:00,19:36,,20:45,21:00,07:24
09/23,05:18,05:30,13:30,14:00,16:58,18:00,19:34,,20:43,21:00,07:25
09/24,05:18,05:30,13:30,14:00,16:57,18:00,19:33,,20:42,21:00,07:25
09/25,05:19,05:30,13:30,14:00,16:56,18:00,19:32,,20:40,21:00,07:26
09/26,05:20,05:30,13:29,14:00,16:55,18:00,19:30,,20:39,21:00,07:27
09/27,05:21,05:30,13:29,14:00,16:54,18:00,19:29,,20:37,21:00,07:28
09/28,05:21,05:30,13:29,14:00,16:53,18:00,19:27,,20:36,21:00,07:28
09/29,05:22,05:30,13:28,14:00,16:52,18:00,19:26,,20:35,21:00,07:29
09/30,05:23,05:30,13:28,14:00,16:51,18:00,19:25,,20:33,21:00,07:30
10/01,05:24,05:45,13:28,14:00,16:50,17:30,19:23,,20:32,20:45,07:30
10/02,05:24,05:45,13:27,14:00,16:49,17:30,19:22,,20:30,20:45,07:31
10/03,05:25,05:45,13:27,14:00,16:48,17:30,19:21,,20:29,20:45,07:32
10/04,05:26,05:45,13:27,14:00,16:47,17:30,19:19,,20:28,20:45,07:33
10/05,05:27,05:45,13:26,14:00,16:46,17:30,19:18,,20:26,20:45,07:33
10/06,05:27,05:45,13:26,14:00,16:45,17:30,19:17,,20:25,20:45,07:34
10/07,05:28,05:45,13:26,14:00,16:44,17:30,19:15,,20:24,20:45,07:35
10/08,05:29,05:45,13:25,14:00,16:43,17:30,19:14,,20:22,20:45,07:36
10/09,05:29,05:45,13:25,14:00,16:43,17:30,19:13,,20:21,20:45,07:36
10/10,05:30,05:45,13:25,14:00,16:42,17:30,19:11,,20:20,20:45,07:37
10/11,05:31,05:45,13:25,14:00,16:41,17:30,19:10,,20:18,20:45,07:38
10/12,05:32,05:45,13:24,14:00,16:40,17:30,19:09,,20:17,20:45,07:39
10/13,05:32,05:45,13:24,14:00,16:39,17:30,19:07,,20:16,20:45,07:40
10/14,05:33,05:45,13:24,14:00,16:38,17:30,19:06,,20:15,20:45,07:40
10/15,05:34,05:45,13:24,14:00,16:37,17:30,19:05,,20:13,20:30,07:41
10/16,05:35,05:45,13:23,14:00,16:36,17:30,19:04,,20:12,20:30,07:42
10/17,05:35,05:45,13:23,14:00,16:35,17:30,19:02,,20:11,20:30,07:43
10/18,05:36,05:45,13:23,14:00,16:34,17:30,19:01,,20:10,20:30,07:44
10/19,05:37,05:45,13:23,14:00,16:33,17:30,19:00,,20:09,20:30,07:44
10/20,05:38,06:00,13:23,14:00,16:32,17:30,18:59,,20:08,20:30,07:45
10/21,05:38,06:00,13:22,14:00,16:31,17:30,18:58,,20:06,20:30,07:46
10/22,05:39,06:00,13:22,14:00,16:31,17:30,18:56,,20:05,20:30,07:47
10/23,05:40,06:00,13:22,14:00,16:30,17:30,18:55,,20:04,20:30,07:48
10/24,05:41,06:00,13:22,14:00,16:29,17:30,18:54,,20:03,20:30,07:49
10/25,05:42,06:00,13:22,14:00,16:28,17:30,18:53,,20:02,20:30,07:49
10/26,05:42,06:00,13:22,14:00,16:27,17:30,18:52,,20:01,20:30,07:50
10/27,05:43,06:00,13:22,14:00,16:26,17:30,18:51,,20:00,20:30,07:51
10/28,05:44,06:00,13:22,14:00,16:26,17:30,18:50,,19:59,20:30,07:52
10/29,05:45,06:00,13:21,14:00,16:25,17:30,18:49,,19:58,20:30,07:53
10/30,05:45,06:00,13:21,14:00,16:24,17:30,18:48,,19:57,20:30,07:54
10/31,05:46,06:00,13:21,14:00,16:23,17:30,18:47,,19:56,20:30,07:55
